company_name,cik,filing_date,exec_name,name,current_role,age,compensation_salary,compensation_stock,compensation_bonus,compensation_other,compensation_total,compensation_year,education,start_date,past_roles,board_member,committee_memberships,other_board_memberships,notable_achievements
"BIO-RAD LABORATORIES, INC.",0000012208,2020-04-01,Ilan Daskal,Ilan Daskal,Executive Vice President and Chief Financial Officer,56,,,,,,2021,[],2019,"['Chief Financial Officer of Lumileds', 'Executive Vice President and Chief Financial Officer at International Rectifier Corporation']",True,[],['Natus Medical Incorporated'],
"BIO-RAD LABORATORIES, INC.",0000012208,2020-04-01,Andrew J. Last,Andrew J. Last,Executive Vice President and Chief Operating Officer,62,,,,,,2021,[],2019,"['Chief Commercial Officer of Berkeley Lights, Inc.', 'Chief Operating Officer of Intrexon Corporation', 'Executive Vice President and Chief Operating Officer at Affymetrix, Inc.']",True,[],['OncoCyte Corporation'],
"BIO-RAD LABORATORIES, INC.",0000012208,2020-04-01,Dara Grantham Wright,Dara Grantham Wright,"Executive Vice President and President, Clinical Diagnostics Group",46,,,,,,2021,[],2020,"['Vice President and General Manager, Biosciences Division, Life Science Solutions Group, Protein & Cell Analysis at Thermo Fisher Scientific Inc.', 'Senior Vice President & General Manager, eBioscience Business Unit at Affymetrix, Inc.', 'Chief Commercial Officer at Boreal Genomics, Inc.', 'Global Vice President of Strategic Marketing and Clinical Applications at Affymetrix, Inc.']",False,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2020-04-01,Michael Crowley,Michael Crowley,"Executive Vice President, Global Commercial Operations",60,,,,,,2021,[],1998,"['Vice President, Commercial Manager, Europe', 'Commercial Manager, Clinical Diagnostics Group, Europe', 'Division Manager of the Clinical Diagnostics Group North American Sales Organization', 'Clinical Diagnostics U.S. National Sales Manager']",False,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2019-04-04,Norman Schwartz,Norman Schwartz,"President, Chief Executive Officer and Chairman of the Board",72,,,,,,2021,[],,[],True,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2019-04-04,Ilan Daskal,Ilan Daskal,Executive Vice President and Chief Financial Officer,56,,,,,,2021,[],2019,"['Chief Financial Officer of Lumileds', 'Executive Vice President and Chief Financial Officer at International Rectifier Corporation']",True,[],['Natus Medical Incorporated'],
"BIO-RAD LABORATORIES, INC.",0000012208,2019-04-04,Andrew J. Last,Andrew J. Last,Executive Vice President and Chief Operating Officer,62,,,,,,2021,[],2019,"['Chief Commercial Officer of Berkeley Lights, Inc.', 'Chief Operating Officer of Intrexon Corporation', 'Executive Vice President and Chief Operating Officer at Affymetrix, Inc.']",True,[],['OncoCyte Corporation'],
"BIO-RAD LABORATORIES, INC.",0000012208,2019-04-04,Dara Grantham Wright,Dara Grantham Wright,"Executive Vice President and President, Clinical Diagnostics Group",46,,,,,,2021,[],2020,"['Vice President and General Manager, Biosciences Division, Life Science Solutions Group, Protein & Cell Analysis at Thermo Fisher Scientific Inc.', 'Senior Vice President & General Manager, eBioscience Business Unit at Affymetrix, Inc.', 'Chief Commercial Officer at Boreal Genomics, Inc.', 'Global Vice President of Strategic Marketing and Clinical Applications at Affymetrix, Inc.']",False,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2019-04-04,Michael Crowley,Michael Crowley,"Executive Vice President, Global Commercial Operations",60,,,,,,2021,[],1998,"['Vice President, Commercial Manager, Europe', 'Commercial Manager, Clinical Diagnostics Group, Europe', 'Division Manager of the Clinical Diagnostics Group North American Sales Organization', 'Clinical Diagnostics U.S. National Sales Manager']",False,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2018-05-04,Norman Schwartz,Norman Schwartz,"President, Chief Executive Officer and Chairman of the Board",72,,,,,,2021,[],,[],True,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2018-05-04,Ilan Daskal,Ilan Daskal,Executive Vice President and Chief Financial Officer,56,,,,,,2021,[],2019,"['Chief Financial Officer of Lumileds', 'Executive Vice President and Chief Financial Officer at International Rectifier Corporation']",True,[],['Natus Medical Incorporated'],
"BIO-RAD LABORATORIES, INC.",0000012208,2018-05-04,Andrew J. Last,Andrew J. Last,Executive Vice President and Chief Operating Officer,62,,,,,,2021,[],2019,"['Chief Commercial Officer of Berkeley Lights, Inc.', 'Chief Operating Officer of Intrexon Corporation', 'Executive Vice President and Chief Operating Officer at Affymetrix, Inc.']",True,[],['OncoCyte Corporation'],
"BIO-RAD LABORATORIES, INC.",0000012208,2018-05-04,Dara Grantham Wright,Dara Grantham Wright,"Executive Vice President and President, Clinical Diagnostics Group",46,,,,,,2021,[],2020,"['Vice President and General Manager, Biosciences Division, Life Science Solutions Group, Protein & Cell Analysis at Thermo Fisher Scientific Inc.', 'Senior Vice President & General Manager, eBioscience Business Unit at Affymetrix, Inc.', 'Chief Commercial Officer at Boreal Genomics, Inc.', 'Global Vice President of Strategic Marketing and Clinical Applications at Affymetrix, Inc.']",False,[],[],
"BIO-RAD LABORATORIES, INC.",0000012208,2018-05-04,Michael Crowley,Michael Crowley,"Executive Vice President, Global Commercial Operations",60,,,,,,2021,[],1998,"['Vice President, Commercial Manager, Europe', 'Commercial Manager, Clinical Diagnostics Group, Europe', 'Division Manager of the Clinical Diagnostics Group North American Sales Organization', 'Clinical Diagnostics U.S. National Sales Manager']",False,[],[],
CARDINAL HEALTH INC,0000721371,2022-09-28,Michael C. Kaufmann,Michael C. Kaufmann,Chief Executive Officer,,1341781,11051066,805068,265642,13463557,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2022-09-28,Jason M. Hollar,Jason M. Hollar,Chief Financial Officer,49,729247,2762792,320869,69791,3882699,2022,[],2020,"['Chief Financial Officer of Tenneco Inc.', 'Senior Vice President Finance at Tenneco Inc.', 'Chief Financial Officer of Sears Holding Corporation']",True,['Business Review (Chair)'],['DaVita Inc.'],
CARDINAL HEALTH INC,0000721371,2022-09-28,Victor L. Crawford,Victor L. Crawford,Chief Executive Officer — Pharmaceutical Segment,,741295,2762792,296518,12200,3812805,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2022-09-28,Stephen M. Mason,Stephen M. Mason,Chief Executive Officer — Medical Segment,,666781,2762792,166695,15403,3611671,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2022-09-28,Jessica L. Mayer,Jessica L. Mayer,Chief Legal and Compliance Officer,,616781,4261614,244245,12426,5135066,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2021-09-23,Michael C. Kaufmann,Michael C. Kaufmann,Chief Executive Officer,,1341781,11051066,805068,265642,13463557,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2021-09-23,Jason M. Hollar,Jason M. Hollar,Chief Financial Officer,49,729247,2762792,320869,69791,3882699,2022,[],2020,"['Chief Financial Officer of Tenneco Inc.', 'Senior Vice President Finance at Tenneco Inc.', 'Chief Financial Officer of Sears Holding Corporation']",True,['Business Review (Chair)'],['DaVita Inc.'],
CARDINAL HEALTH INC,0000721371,2021-09-23,Victor L. Crawford,Victor L. Crawford,Chief Executive Officer — Pharmaceutical Segment,,741295,2762792,296518,12200,3812805,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2021-09-23,Stephen M. Mason,Stephen M. Mason,Chief Executive Officer — Medical Segment,,666781,2762792,166695,15403,3611671,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2021-09-23,Jessica L. Mayer,Jessica L. Mayer,Chief Legal and Compliance Officer,,616781,4261614,244245,12426,5135066,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2020-09-23,Michael C. Kaufmann,Michael C. Kaufmann,Chief Executive Officer,,1341781,11051066,805068,265642,13463557,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2020-09-23,Jason M. Hollar,Jason M. Hollar,Chief Financial Officer,49,729247,2762792,320869,69791,3882699,2022,[],2020,['Chief Financial Officer'],True,['Business Review (Chair)'],['DaVita Inc.'],
CARDINAL HEALTH INC,0000721371,2020-09-23,Victor L. Crawford,Victor L. Crawford,Chief Executive Officer — Pharmaceutical Segment,,741295,2762792,296518,12200,3812805,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2020-09-23,Stephen M. Mason,Stephen M. Mason,Chief Executive Officer — Medical Segment,,666781,2762792,166695,15403,3611671,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2020-09-23,Jessica L. Mayer,Jessica L. Mayer,Chief Legal and Compliance Officer,,616781,4261614,244245,12426,5135066,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2019-09-20,Michael C. Kaufmann,Michael C. Kaufmann,Chief Executive Officer,,1341781,11051066,805068,265642,13463557,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2019-09-20,Jason M. Hollar,Jason M. Hollar,Chief Financial Officer,49,729247,2762792,320869,69791,3882699,2022,[],2020,"['Chief Financial Officer of Tenneco Inc.', 'Senior Vice President Finance at Tenneco Inc.', 'Chief Financial Officer of Sears Holding Corporation']",True,['Business Review (Chair)'],['DaVita Inc.'],
CARDINAL HEALTH INC,0000721371,2019-09-20,Victor L. Crawford,Victor L. Crawford,Chief Executive Officer — Pharmaceutical Segment,,741295,2762792,296518,12200,3812805,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2019-09-20,Stephen M. Mason,Stephen M. Mason,Chief Executive Officer — Medical Segment,,666781,2762792,166695,15403,3611671,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2019-09-20,Jessica L. Mayer,Jessica L. Mayer,Chief Legal and Compliance Officer,,616781,4261614,244245,12426,5135066,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2018-09-26,Michael C. Kaufmann,Michael C. Kaufmann,Chief Executive Officer,,1341781,11051066,805068,265642,13463557,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2018-09-26,Jason M. Hollar,Jason M. Hollar,Chief Financial Officer,49,729247,2762792,320869,69791,3882699,2022,[],2020,"['Chief Financial Officer of Tenneco Inc.', 'Senior Vice President Finance at Tenneco Inc.', 'Chief Financial Officer of Sears Holding Corporation']",True,['Business Review (Chair)'],['DaVita Inc.'],
CARDINAL HEALTH INC,0000721371,2018-09-26,Victor L. Crawford,Victor L. Crawford,Chief Executive Officer — Pharmaceutical Segment,,741295,2762792,296518,12200,3812805,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2018-09-26,Stephen M. Mason,Stephen M. Mason,Chief Executive Officer — Medical Segment,,666781,2762792,166695,15403,3611671,2022,[],,[],False,[],[],
CARDINAL HEALTH INC,0000721371,2018-09-26,Jessica L. Mayer,Jessica L. Mayer,Chief Legal and Compliance Officer,,616781,4261614,244245,12426,5135066,2022,[],,[],False,[],[],
CATERPILLAR INC,0000018230,2022-04-28,Kelly A. Ayotte,Kelly A. Ayotte,Director,53,150000,150096,0,0,300096,2021,[],2017,['Former U.S. Senator representing New Hampshire'],True,['Public Policy and Governance'],"['The Blackstone Group Inc.', 'Boston Properties, Inc.', 'News Corporation']",
CATERPILLAR INC,0000018230,2022-04-28,David L. Calhoun,David L. Calhoun,Director,64,220000,150096,0,0,370096,2021,[],2011,"['President and CEO of The Boeing Company', 'Senior Managing Director and Head of Portfolio Operations at The Blackstone Group', 'Executive Chairman of the Board for Nielsen Holdings', 'CEO of Nielsen Holdings']",True,"['Public Policy and Governance, Chair']",['The Boeing Company'],
CATERPILLAR INC,0000018230,2022-04-28,Daniel M. Dickinson,Daniel M. Dickinson,Director,60,180000,150096,0,22165,352261,2021,[],2006,['Managing Partner of HCI Equity Partners'],True,"['Audit, Chair']",[],
CATERPILLAR INC,0000018230,2022-04-28,Gerald Johnson,Gerald Johnson,Director,59,125000,124907,0,0,249907,2021,[],2021,"['Executive Vice President, Global Manufacturing and Sustainability of General Motors Company', 'Vice President North America Manufacturing and Labor Relations', 'Vice President Global Operational Excellence']",True,['Public Policy and Governance'],[],
CATERPILLAR INC,0000018230,2022-04-28,David W. MacLennan,David W. MacLennan,Director,62,107260,107240,0,0,214500,2021,[],2021,"['Board Chair and CEO of Cargill, Inc.']",True,['Audit'],['Ecolab Inc.'],
CATERPILLAR INC,0000018230,2022-04-28,Debra L. Reed-Klages,Debra L. Reed-Klages,Director,65,167788,150096,0,10000,327884,2021,[],2015,['Former Chairman and CEO of Sempra Energy'],True,"['Compensation and Human Resources, Chair']","['Chevron Corporation', 'Lockheed Martin Corporation']",
CATERPILLAR INC,0000018230,2022-04-28,"Edward B. Rust, Jr.","Edward B. Rust, Jr.",Director,71,150000,150096,0,11014,311110,2021,[],2003,['Former Chairman and CEO of State Farm Mutual Automobile Insurance Company'],True,['Audit'],"['Helmerich & Payne, Inc.', 'S&P Global Inc.']",
CATERPILLAR INC,0000018230,2022-04-28,Susan C. Schwab,Susan C. Schwab,Director,67,150000,150096,0,10000,310096,2021,[],2009,"['Professor Emerita at the University of Maryland School of Public Policy', 'Strategic Advisor for Mayer Brown LLP', 'U.S. Trade Representative', 'Assistant Secretary of Commerce']",True,['Public Policy and Governance'],"['FedEx Corporation', 'Marriott International, Inc.']",
CATERPILLAR INC,0000018230,2022-04-28,D. James Umpleby III,D. James Umpleby III,Chairman and CEO of Caterpillar Inc.,64,1637500,17500000,4792980,0,23930480,2021,[],2017,"['Group President of Caterpillar', 'President of Solar Turbines']",True,[],['Chevron Corporation'],
CATERPILLAR INC,0000018230,2022-04-28,"Rayford Wilkins, Jr.","Rayford Wilkins, Jr.",Director,70,150000,150096,0,0,300096,2021,[],2017,['Former CEO of Diversified Businesses at AT&T Inc.'],True,['Compensation and Human Resources'],"['Morgan Stanley', 'Valero Energy Corporation']",
CATERPILLAR INC,0000018230,2021-04-30,Kelly A. Ayotte,Kelly A. Ayotte,Director,53,150000,150096,0,0,300096,2021,[],2017,['Former U.S. Senator representing New Hampshire'],True,['Public Policy and Governance'],"['The Blackstone Group Inc.', 'Boston Properties, Inc.', 'News Corporation']",
CATERPILLAR INC,0000018230,2021-04-30,David L. Calhoun,David L. Calhoun,Director,64,220000,150096,0,0,370096,2021,[],2011,"['President and CEO of The Boeing Company', 'Senior Managing Director and Head of Portfolio Operations at The Blackstone Group', 'Executive Chairman of the Board for Nielsen Holdings', 'CEO of Nielsen Holdings']",True,"['Public Policy and Governance, Chair']",['The Boeing Company'],
CATERPILLAR INC,0000018230,2021-04-30,Daniel M. Dickinson,Daniel M. Dickinson,Director,60,180000,150096,0,22165,352261,2021,[],2006,['Managing Partner of HCI Equity Partners'],True,"['Audit, Chair']",[],
CATERPILLAR INC,0000018230,2021-04-30,Gerald Johnson,Gerald Johnson,Director,59,125000,124907,0,0,249907,2021,[],2021,"['Executive Vice President, Global Manufacturing and Sustainability of General Motors Company', 'Vice President North America Manufacturing and Labor Relations', 'Vice President Global Operational Excellence']",True,['Public Policy and Governance'],[],
CATERPILLAR INC,0000018230,2021-04-30,David W. MacLennan,David W. MacLennan,Director,62,107260,107240,0,0,214500,2021,[],2021,"['Board Chair and CEO of Cargill, Inc.']",True,['Audit'],['Ecolab Inc.'],
CATERPILLAR INC,0000018230,2021-04-30,Debra L. Reed-Klages,Debra L. Reed-Klages,Director,65,167788,150096,0,10000,327884,2021,[],2015,['Former Chairman and CEO of Sempra Energy'],True,"['Compensation and Human Resources, Chair']","['Chevron Corporation', 'Lockheed Martin Corporation']",
CATERPILLAR INC,0000018230,2021-04-30,"Edward B. Rust, Jr.","Edward B. Rust, Jr.",Director,71,150000,150096,0,11014,311110,2021,[],2003,['Former Chairman and CEO of State Farm Mutual Automobile Insurance Company'],True,['Audit'],"['Helmerich & Payne, Inc.', 'S&P Global Inc.']",
CATERPILLAR INC,0000018230,2021-04-30,Susan C. Schwab,Susan C. Schwab,Director,67,150000,150096,0,10000,310096,2021,[],2009,"['Professor Emerita at the University of Maryland School of Public Policy', 'Strategic Advisor for Mayer Brown LLP', 'U.S. Trade Representative', 'Assistant Secretary of Commerce']",True,['Public Policy and Governance'],"['FedEx Corporation', 'Marriott International, Inc.']",
